# HeaderRows_6
# HeaderRows_Format: Column_Header; Unit; InstallationMethod_ID; Instrument_Summary
# DateTime; YYYY-MM-DD hh:mm:ss UTC-08:00; TreeRope_01; In Situ Rugged BaroTROLL 100 ABS real time clock.
# Pressure; millibars; TreeRope_01; In Situ Rugged BaroTROLL 100 ABS with piezoresistive ceramic pressure sensor.
# Air_Temperature; degree_celsius; TreeRope_01; In Situ Rugged BaroTROLL 100 ABS with silicon thermistor.
DateTime,Site_ID,Pressure,Air_Temperature
  2021-09-01 08:53:00,S28R,955.138,19.497
  2021-09-01 08:54:00,S28R,955.427,19.598
  2021-09-01 08:55:00,S28R,955.266,19.648
  2021-09-01 08:56:00,S28R,955.423,19.749
  2021-09-01 08:57:00,S28R,955.55,19.899
  2021-09-01 08:58:00,S28R,955.603,20.1
  2021-09-01 08:59:00,S28R,955.468,20.25
  2021-09-01 09:00:00,S28R,955.582,20.35
  2021-09-01 09:01:00,S28R,955.796,20.501
  2021-09-01 09:02:00,S28R,955.374,20.551
  2021-09-01 09:03:00,S28R,955.414,20.701
  2021-09-01 09:04:00,S28R,955.527,20.801
  2021-09-01 09:05:00,S28R,955.494,21
  2021-09-01 09:06:00,S28R,955.532,21.15
  2021-09-01 09:07:00,S28R,955.398,21.299
  2021-09-01 09:08:00,S28R,955.714,21.499
  2021-09-01 09:09:00,S28R,955.696,21.598
  2021-09-01 09:10:00,S28R,955.535,21.648
  2021-09-01 09:11:00,S28R,955.707,21.797
  2021-09-01 09:12:00,S28R,955.69,21.896
  2021-09-01 09:13:00,S28R,955.776,21.896
  2021-09-01 09:14:00,S28R,955.488,21.797
  2021-09-01 09:15:00,S28R,955.504,21.698
  2021-09-01 09:16:00,S28R,955.535,21.648
  2021-09-01 09:17:00,S28R,955.286,21.698
  2021-09-01 09:18:00,S28R,955.579,21.648
  2021-09-01 09:19:00,S28R,955.579,21.648
  2021-09-01 09:20:00,S28R,955.548,21.698
  2021-09-01 09:21:00,S28R,955.387,21.747
  2021-09-01 09:22:00,S28R,955.606,21.747
  2021-09-01 09:23:00,S28R,955.312,21.797
  2021-09-01 09:24:00,S28R,955.458,21.847
  2021-09-01 09:25:00,S28R,955.178,21.946
  2021-09-01 09:26:00,S28R,955.367,21.996
  2021-09-01 09:27:00,S28R,955.542,21.996
  2021-09-01 09:28:00,S28R,955.38,22.045
  2021-09-01 09:29:00,S28R,955.436,22.095
  2021-09-01 09:30:00,S28R,955.363,22.144
  2021-09-01 09:31:00,S28R,955.231,22.144
  2021-09-01 09:32:00,S28R,955.202,22.194
  2021-09-01 09:33:00,S28R,955.608,22.244
  2021-09-01 09:34:00,S28R,955.474,22.392
  2021-09-01 09:35:00,S28R,955.412,22.491
  2021-09-01 09:36:00,S28R,955.527,22.59
  2021-09-01 09:37:00,S28R,955.54,22.64
  2021-09-01 09:38:00,S28R,955.567,22.739
  2021-09-01 09:39:00,S28R,955.563,22.887
  2021-09-01 09:40:00,S28R,955.559,23.035
  2021-09-01 09:41:00,S28R,955.586,23.134
  2021-09-01 09:42:00,S28R,955.771,23.331
  2021-09-01 09:43:00,S28R,955.391,23.381
  2021-09-01 09:44:00,S28R,955.519,23.528
  2021-09-01 09:45:00,S28R,955.502,23.627
  2021-09-01 09:46:00,S28R,955.63,23.775
  2021-09-01 09:47:00,S28R,955.407,23.922
  2021-09-01 09:48:00,S28R,955.723,24.119
  2021-09-01 09:49:00,S28R,955.352,24.364
  2021-09-01 09:50:00,S28R,955.51,24.462
  2021-09-01 09:51:00,S28R,955.392,24.511
  2021-09-01 09:52:00,S28R,955.638,24.609
  2021-09-01 09:53:00,S28R,955.532,24.707
  2021-09-01 09:54:00,S28R,955.298,24.805
  2021-09-01 09:55:00,S28R,955.526,25.001
  2021-09-01 09:56:00,S28R,955.506,25.246
  2021-09-01 09:57:00,S28R,955.528,25.49
  2021-09-01 09:58:00,S28R,955.568,25.636
  2021-09-01 09:59:00,S28R,955.315,25.831
  2021-09-01 10:00:00,S28R,955.167,25.929
  2021-09-01 10:01:00,S28R,955.295,26.075
  2021-09-01 10:02:00,S28R,955.119,26.075
  2021-09-01 10:03:00,S28R,955.282,26.026
  2021-09-01 10:04:00,S28R,955.238,26.026
  2021-09-01 10:05:00,S28R,955.382,26.075
  2021-09-01 10:06:00,S28R,955.386,25.929
  2021-09-01 10:07:00,S28R,955.363,25.685
  2021-09-01 10:08:00,S28R,955.354,25.49
  2021-09-01 10:09:00,S28R,955.296,25.441
  2021-09-01 10:10:00,S28R,955.222,25.49
  2021-09-01 10:11:00,S28R,955.279,25.539
  2021-09-01 10:12:00,S28R,955.296,25.441
  2021-09-01 10:13:00,S28R,955.286,25.246
  2021-09-01 10:14:00,S28R,955.307,25.001
  2021-09-01 10:15:00,S28R,955.314,24.707
  2021-09-01 10:16:00,S28R,955.147,24.413
  2021-09-01 10:17:00,S28R,955.151,24.266
  2021-09-01 10:18:00,S28R,955.211,24.168
  2021-09-01 10:19:00,S28R,955.238,24.266
  2021-09-01 10:20:00,S28R,955.164,24.315
  2021-09-01 10:21:00,S28R,955.178,24.364
  2021-09-01 10:22:00,S28R,955.178,24.364
  2021-09-01 10:23:00,S28R,954.986,24.462
