# HeaderRows_6
# HeaderRows_Format: Column_Header; Unit; InstallationMethod_ID; Instrument_Summary
# DateTime; YYYY-MM-DD hh:mm:ss UTC-08:00; TreeRope_01; In Situ Rugged BaroTROLL 100 ABS real time clock.
# Pressure; millibars; TreeRope_01; In Situ Rugged BaroTROLL 100 ABS with piezoresistive ceramic pressure sensor.
# Air_Temperature; degree_celsius; TreeRope_01; In Situ Rugged BaroTROLL 100 ABS with silicon thermistor.
DateTime,Site_ID,Pressure,Air_Temperature
  2021-08-30 11:34:00,S67,960.134,23.914
  2021-08-30 11:35:00,S67,959.702,23.914
  2021-08-30 11:36:00,S67,959.826,23.914
  2021-08-30 11:37:00,S67,959.887,23.914
  2021-08-30 11:38:00,S67,959.826,23.914
  2021-08-30 11:39:00,S67,960.01,23.914
  2021-08-30 11:40:00,S67,959.579,23.914
  2021-08-30 11:41:00,S67,960.319,23.914
  2021-08-30 11:42:00,S67,959.764,23.914
  2021-08-30 11:43:00,S67,959.826,23.914
  2021-08-30 11:44:00,S67,959.879,23.864
  2021-08-30 11:45:00,S67,959.756,23.864
  2021-08-30 11:46:00,S67,959.871,23.815
  2021-08-30 11:47:00,S67,959.686,23.815
  2021-08-30 11:48:00,S67,959.802,23.766
  2021-08-30 11:49:00,S67,959.986,23.766
  2021-08-30 11:50:00,S67,959.678,23.766
  2021-08-30 11:51:00,S67,959.678,23.766
  2021-08-30 11:52:00,S67,960.163,23.716
  2021-08-30 11:53:00,S67,959.794,23.716
  2021-08-30 11:54:00,S67,959.794,23.716
  2021-08-30 11:55:00,S67,959.978,23.716
  2021-08-30 11:56:00,S67,959.847,23.667
  2021-08-30 11:57:00,S67,960.04,23.716
  2021-08-30 11:58:00,S67,959.601,23.667
  2021-08-30 11:59:00,S67,959.909,23.667
  2021-08-30 12:00:00,S67,960.217,23.667
  2021-08-30 12:01:00,S67,959.716,23.618
  2021-08-30 12:02:00,S67,959.909,23.667
  2021-08-30 12:03:00,S67,960.27,23.618
  2021-08-30 12:04:00,S67,959.778,23.618
  2021-08-30 12:05:00,S67,959.77,23.568
  2021-08-30 12:06:00,S67,959.469,23.618
  2021-08-30 12:07:00,S67,959.778,23.618
  2021-08-30 12:08:00,S67,959.954,23.568
  2021-08-30 12:09:00,S67,959.692,23.47
  2021-08-30 12:10:00,S67,959.745,23.42
  2021-08-30 12:11:00,S67,959.983,23.371
  2021-08-30 12:12:00,S67,959.983,23.371
  2021-08-30 12:13:00,S67,959.991,23.42
  2021-08-30 12:14:00,S67,959.745,23.42
  2021-08-30 12:15:00,S67,959.991,23.42
  2021-08-30 12:16:00,S67,959.807,23.42
  2021-08-30 12:17:00,S67,959.876,23.47
  2021-08-30 12:18:00,S67,960.316,23.519
  2021-08-30 12:19:00,S67,960.193,23.519
  2021-08-30 12:20:00,S67,959.831,23.568
  2021-08-30 12:21:00,S67,959.901,23.618
  2021-08-30 12:22:00,S67,959.724,23.667
  2021-08-30 12:23:00,S67,960.094,23.667
  2021-08-30 12:24:00,S67,959.831,23.568
  2021-08-30 12:25:00,S67,959.946,23.519
  2021-08-30 12:26:00,S67,959.63,23.47
  2021-08-30 12:27:00,S67,959.799,23.371
  2021-08-30 12:28:00,S67,959.835,23.223
  2021-08-30 12:29:00,S67,959.766,23.173
  2021-08-30 12:30:00,S67,959.934,23.074
  2021-08-30 12:31:00,S67,959.626,23.074
  2021-08-30 12:32:00,S67,960.049,23.025
  2021-08-30 12:33:00,S67,960.041,22.975
  2021-08-30 12:34:00,S67,959.733,22.975
  2021-08-30 12:35:00,S67,959.679,23.025
  2021-08-30 12:36:00,S67,959.934,23.074
  2021-08-30 12:37:00,S67,959.864,23.025
  2021-08-30 12:38:00,S67,959.934,23.074
  2021-08-30 12:39:00,S67,959.934,23.074
  2021-08-30 12:40:00,S67,960.049,23.025
  2021-08-30 12:41:00,S67,960.488,23.074
  2021-08-30 12:42:00,S67,960.057,23.074
  2021-08-30 12:43:00,S67,959.934,23.074
  2021-08-30 12:44:00,S67,960.049,23.025
  2021-08-30 12:45:00,S67,959.679,23.025
  2021-08-30 12:46:00,S67,959.794,22.975
  2021-08-30 12:47:00,S67,960.217,22.926
  2021-08-30 12:48:00,S67,959.979,22.975
  2021-08-30 12:49:00,S67,960.295,23.025
  2021-08-30 12:50:00,S67,960.542,23.025
  2021-08-30 12:51:00,S67,960.102,22.975
  2021-08-30 12:52:00,S67,960.472,22.975
  2021-08-30 12:53:00,S67,959.971,22.926
  2021-08-30 12:54:00,S67,960.086,22.876
  2021-08-30 12:55:00,S67,959.962,22.876
  2021-08-30 12:56:00,S67,959.831,22.827
  2021-08-30 12:57:00,S67,960.369,22.728
  2021-08-30 12:58:00,S67,960.29,22.629
  2021-08-30 12:59:00,S67,960.413,22.629
  2021-08-30 13:00:00,S67,959.982,22.629
  2021-08-30 13:01:00,S67,960.167,22.629
  2021-08-30 13:02:00,S67,960.167,22.629
  2021-08-30 13:03:00,S67,960.044,22.629
  2021-08-30 13:04:00,S67,959.674,22.629
