# HeaderRows_6
# HeaderRows_Format: Column_Header; Unit; InstallationMethod_ID; Instrument_Summary
# DateTime; YYYY-MM-DD hh:mm:ss UTC-08:00; TreeRope_01; In Situ Rugged BaroTROLL 100 ABS real time clock.
# Pressure; millibars; TreeRope_01; In Situ Rugged BaroTROLL 100 ABS with piezoresistive ceramic pressure sensor.
# Air_Temperature; degree_celsius; TreeRope_01; In Situ Rugged BaroTROLL 100 ABS with silicon thermistor.
DateTime,Site_ID,Pressure,Air_Temperature
  2021-08-30 12:25:00,S25,930.83,18.134
  2021-08-30 12:26:00,S25,930.786,18.134
  2021-08-30 12:27:00,S25,930.6,18.083
  2021-08-30 12:28:00,S25,930.568,18.134
  2021-08-30 12:29:00,S25,930.917,18.134
  2021-08-30 12:30:00,S25,930.773,18.083
  2021-08-30 12:31:00,S25,930.817,18.083
  2021-08-30 12:32:00,S25,930.948,18.083
  2021-08-30 12:33:00,S25,930.756,18.184
  2021-08-30 12:34:00,S25,930.756,18.184
  2021-08-30 12:35:00,S25,930.781,18.286
  2021-08-30 12:36:00,S25,930.837,18.336
  2021-08-30 12:37:00,S25,931.012,18.336
  2021-08-30 12:38:00,S25,930.969,18.336
  2021-08-30 12:39:00,S25,930.825,18.286
  2021-08-30 12:40:00,S25,930.912,18.286
  2021-08-30 12:41:00,S25,930.737,18.286
  2021-08-30 12:42:00,S25,930.65,18.286
  2021-08-30 12:43:00,S25,930.969,18.336
  2021-08-30 12:44:00,S25,930.881,18.336
  2021-08-30 12:45:00,S25,930.894,18.387
  2021-08-30 12:46:00,S25,930.75,18.336
  2021-08-30 12:47:00,S25,930.881,18.336
  2021-08-30 12:48:00,S25,930.794,18.336
  2021-08-30 12:49:00,S25,930.532,18.336
  2021-08-30 12:50:00,S25,930.794,18.336
  2021-08-30 12:51:00,S25,930.62,18.336
  2021-08-30 12:52:00,S25,930.937,18.387
  2021-08-30 12:53:00,S25,930.676,18.387
  2021-08-30 12:54:00,S25,930.806,18.387
  2021-08-30 12:55:00,S25,930.75,18.336
  2021-08-30 12:56:00,S25,930.825,18.286
  2021-08-30 12:57:00,S25,930.694,18.286
  2021-08-30 12:58:00,S25,931.1,18.336
  2021-08-30 12:59:00,S25,930.881,18.336
  2021-08-30 13:00:00,S25,930.764,18.387
  2021-08-30 13:01:00,S25,930.794,18.336
  2021-08-30 13:02:00,S25,930.75,18.336
  2021-08-30 13:03:00,S25,930.956,18.286
  2021-08-30 13:04:00,S25,931.056,18.336
  2021-08-30 13:05:00,S25,930.969,18.336
  2021-08-30 13:06:00,S25,930.781,18.286
  2021-08-30 13:07:00,S25,930.837,18.336
  2021-08-30 13:08:00,S25,930.681,18.235
  2021-08-30 13:09:00,S25,930.768,18.235
  2021-08-30 13:10:00,S25,930.812,18.235
  2021-08-30 13:11:00,S25,930.781,18.286
  2021-08-30 13:12:00,S25,931.056,18.336
  2021-08-30 13:13:00,S25,930.737,18.286
  2021-08-30 13:14:00,S25,930.825,18.286
  2021-08-30 13:15:00,S25,931.1,18.336
  2021-08-30 13:16:00,S25,930.912,18.286
  2021-08-30 13:17:00,S25,930.694,18.286
  2021-08-30 13:18:00,S25,931.086,18.286
  2021-08-30 13:19:00,S25,930.912,18.286
  2021-08-30 13:20:00,S25,930.925,18.336
  2021-08-30 13:21:00,S25,930.881,18.336
  2021-08-30 13:22:00,S25,930.837,18.336
  2021-08-30 13:23:00,S25,930.706,18.336
  2021-08-30 13:24:00,S25,930.589,18.387
  2021-08-30 13:25:00,S25,930.864,18.438
  2021-08-30 13:26:00,S25,930.976,18.539
  2021-08-30 13:27:00,S25,930.858,18.589
  2021-08-30 13:28:00,S25,930.74,18.64
  2021-08-30 13:29:00,S25,930.853,18.741
  2021-08-30 13:30:00,S25,931.14,18.842
  2021-08-30 13:31:00,S25,930.892,18.892
  2021-08-30 13:32:00,S25,930.917,18.993
  2021-08-30 13:33:00,S25,931.472,18.943
  2021-08-30 13:34:00,S25,931.022,18.892
  2021-08-30 13:35:00,S25,930.997,18.791
  2021-08-30 13:36:00,S25,930.94,18.741
  2021-08-30 13:37:00,S25,930.928,18.69
  2021-08-30 13:38:00,S25,931.028,18.741
  2021-08-30 13:39:00,S25,931.114,18.741
  2021-08-30 13:40:00,S25,930.778,18.791
  2021-08-30 13:41:00,S25,931.04,18.791
  2021-08-30 13:42:00,S25,930.896,18.741
  2021-08-30 13:43:00,S25,930.984,18.741
  2021-08-30 13:44:00,S25,930.896,18.741
  2021-08-30 13:45:00,S25,930.928,18.69
  2021-08-30 13:46:00,S25,931.132,18.64
  2021-08-30 13:47:00,S25,931.12,18.589
  2021-08-30 13:48:00,S25,930.801,18.539
  2021-08-30 13:49:00,S25,931.164,18.589
  2021-08-30 13:50:00,S25,930.914,18.64
  2021-08-30 13:51:00,S25,930.784,18.64
  2021-08-30 13:52:00,S25,930.56,18.791
  2021-08-30 13:53:00,S25,930.768,19.094
  2021-08-30 13:54:00,S25,930.833,19.346
  2021-08-30 13:55:00,S25,930.709,19.548
