# HeaderRows_6
# HeaderRows_Format: Column_Header; Unit; InstallationMethod_ID; Instrument_Summary
# DateTime; YYYY-MM-DD hh:mm:ss UTC-08:00; TreeRope_01; In Situ Rugged BaroTROLL 100 ABS real time clock.
# Pressure; millibars; TreeRope_01; In Situ Rugged BaroTROLL 100 ABS with piezoresistive ceramic pressure sensor.
# Air_Temperature; degree_celsius; TreeRope_01; In Situ Rugged BaroTROLL 100 ABS with silicon thermistor.
DateTime,Site_ID,Pressure,Air_Temperature
  2021-09-15 14:00:00,U20,925.24,19.549
  2021-09-15 14:01:00,U20,924.945,19.6
  2021-09-15 14:02:00,U20,925.064,19.65
  2021-09-15 14:03:00,U20,925.167,19.65
  2021-09-15 14:04:00,U20,925.079,19.7
  2021-09-15 14:05:00,U20,925.079,19.7
  2021-09-15 14:06:00,U20,924.658,19.85
  2021-09-15 14:07:00,U20,924.999,19.95
  2021-09-15 14:08:00,U20,924.734,20.099
  2021-09-15 14:09:00,U20,925.127,20.199
  2021-09-15 14:10:00,U20,925.329,20.349
  2021-09-15 14:11:00,U20,925.323,20.499
  2021-09-15 14:12:00,U20,925.094,20.598
  2021-09-15 14:13:00,U20,925.28,20.698
  2021-09-15 14:14:00,U20,924.762,20.698
  2021-09-15 14:15:00,U20,924.917,20.698
  2021-09-15 14:16:00,U20,925.243,20.748
  2021-09-15 14:17:00,U20,925.155,20.798
  2021-09-15 14:18:00,U20,924.631,20.947
  2021-09-15 14:19:00,U20,925.128,21.046
  2021-09-15 14:20:00,U20,924.966,21.196
  2021-09-15 14:21:00,U20,925.375,21.345
  2021-09-15 14:22:00,U20,925.199,21.444
  2021-09-15 14:23:00,U20,925.717,21.444
  2021-09-15 14:24:00,U20,924.924,21.394
  2021-09-15 14:25:00,U20,925.101,21.295
  2021-09-15 14:26:00,U20,924.893,21.295
  2021-09-15 14:27:00,U20,925.226,21.196
  2021-09-15 14:28:00,U20,925.024,21.046
  2021-09-15 14:29:00,U20,925.283,21.046
  2021-09-15 14:30:00,U20,925.024,21.046
  2021-09-15 14:31:00,U20,925.32,20.997
  2021-09-15 14:32:00,U20,924.704,20.847
  2021-09-15 14:33:00,U20,925.125,20.698
  2021-09-15 14:34:00,U20,925.131,20.549
  2021-09-15 14:35:00,U20,925.204,20.449
  2021-09-15 14:36:00,U20,925.152,20.449
  2021-09-15 14:37:00,U20,925.033,20.399
  2021-09-15 14:38:00,U20,925.432,20.349
  2021-09-15 14:39:00,U20,924.987,20.249
  2021-09-15 14:40:00,U20,924.957,20.149
  2021-09-15 14:41:00,U20,925.201,20.099
  2021-09-15 14:42:00,U20,925.118,20
  2021-09-15 14:43:00,U20,925.274,20
  2021-09-15 14:44:00,U20,925.393,20.05
  2021-09-15 14:45:00,U20,925.097,20.099
  2021-09-15 14:46:00,U20,924.993,20.099
  2021-09-15 14:47:00,U20,925.268,20.149
  2021-09-15 14:48:00,U20,925.283,20.199
  2021-09-15 14:49:00,U20,925.039,20.249
  2021-09-15 14:50:00,U20,925.313,20.299
  2021-09-15 14:51:00,U20,925.173,20.349
  2021-09-15 14:52:00,U20,925.027,20.549
  2021-09-15 14:53:00,U20,925.182,20.549
  2021-09-15 14:54:00,U20,925.006,20.648
  2021-09-15 14:55:00,U20,924.762,20.698
  2021-09-15 14:56:00,U20,925.317,20.648
  2021-09-15 14:57:00,U20,925.234,20.549
  2021-09-15 14:58:00,U20,925.137,20.399
  2021-09-15 14:59:00,U20,925.365,20.299
  2021-09-15 15:00:00,U20,924.951,20.299
  2021-09-15 15:01:00,U20,925.143,20.249
  2021-09-15 15:02:00,U20,924.847,20.299
  2021-09-15 15:03:00,U20,925.069,20.349
  2021-09-15 15:04:00,U20,925.012,20.499
  2021-09-15 15:05:00,U20,925.198,20.598
  2021-09-15 15:06:00,U20,925.243,20.748
  2021-09-15 15:07:00,U20,925.32,20.997
  2021-09-15 15:08:00,U20,925.366,21.146
  2021-09-15 15:09:00,U20,925.205,21.295
  2021-09-15 15:10:00,U20,925.22,21.345
  2021-09-15 15:11:00,U20,925.479,21.345
  2021-09-15 15:12:00,U20,925.012,21.345
  2021-09-15 15:13:00,U20,925.235,21.394
  2021-09-15 15:14:00,U20,925.318,21.494
  2021-09-15 15:15:00,U20,925.229,21.543
  2021-09-15 15:16:00,U20,925.068,21.692
  2021-09-15 15:17:00,U20,924.855,21.841
  2021-09-15 15:18:00,U20,925.285,21.89
  2021-09-15 15:19:00,U20,925.27,21.841
  2021-09-15 15:20:00,U20,925.27,21.841
  2021-09-15 15:21:00,U20,925.373,21.841
  2021-09-15 15:22:00,U20,925.498,21.742
  2021-09-15 15:23:00,U20,925.467,21.642
  2021-09-15 15:24:00,U20,925.488,21.543
  2021-09-15 15:25:00,U20,925.473,21.494
  2021-09-15 15:26:00,U20,925.272,21.345
  2021-09-15 15:27:00,U20,925.433,21.196
  2021-09-15 15:28:00,U20,925.802,21.046
  2021-09-15 15:29:00,U20,925.43,20.847
  2021-09-15 15:30:00,U20,925.332,20.698
