# HeaderRows_8
# HeaderRows_Format: Column_Header; Unit; InstallationMethod_ID; Instrument_Summary
# DateTime; YYYY-MM-DD hh:mm:ss UTC-08:00; ManualChamberDark_01; PME MiniDOT Logger real time clock.
# Battery; volts; ManualChamberDark_01; PME MiniDOT Logger internal batteries.
# Temperature; degree_celsius; ManualChamberDark_01; PME MiniDOT Logger with temperature sensor.
# Dissolved_Oxygen; milligrams_per_liter; ManualChamberDark_01; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_Saturation; percent_saturation; ManualChamberDark_01; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
"DateTime","Site_ID","Minidot_SN","Battery","Temperature","Dissolved_Oxygen","Dissolved_Oxygen_Saturation"
" 2021-08-31 10:43:00","S49R",665955,3.51,14.19,9.587,93.41
" 2021-08-31 10:44:00","S49R",665955,3.51,14.19,9.575,93.29
" 2021-08-31 10:45:00","S49R",665955,3.51,14.18,9.584,93.36
" 2021-08-31 10:46:00","S49R",665955,3.51,14.18,9.592,93.44
" 2021-08-31 10:47:00","S49R",665955,3.51,14.2,9.597,93.52
" 2021-08-31 10:48:00","S49R",665955,3.51,14.2,9.573,93.3
" 2021-08-31 10:49:00","S49R",665955,3.51,14.21,9.576,93.35
" 2021-08-31 10:50:00","S49R",665955,3.51,14.2,9.578,93.34
" 2021-08-31 10:51:00","S49R",665955,3.51,14.21,9.584,93.43
" 2021-08-31 10:52:00","S49R",665955,3.51,14.21,9.586,93.45
" 2021-08-31 10:53:00","S49R",665955,3.51,14.21,9.584,93.43
" 2021-08-31 10:54:00","S49R",665955,3.51,14.2,9.588,93.45
" 2021-08-31 10:55:00","S49R",665955,3.51,14.22,9.585,93.46
" 2021-08-31 10:56:00","S49R",665955,3.51,14.21,9.586,93.45
" 2021-08-31 10:57:00","S49R",665955,3.51,14.23,9.581,93.43
" 2021-08-31 10:58:00","S49R",665955,3.51,14.21,9.574,93.33
" 2021-08-31 10:59:00","S49R",665955,3.51,14.23,9.574,93.37
" 2021-08-31 11:00:00","S49R",665955,3.51,14.25,9.579,93.45
" 2021-08-31 11:01:00","S49R",665955,3.51,14.21,9.594,93.53
" 2021-08-31 11:02:00","S49R",665955,3.51,14.23,9.576,93.39
" 2021-08-31 11:03:00","S49R",665955,3.51,14.23,9.582,93.44
" 2021-08-31 11:04:00","S49R",665955,3.51,14.23,9.587,93.49
" 2021-08-31 11:05:00","S49R",665955,3.51,14.23,9.582,93.44
" 2021-08-31 11:06:00","S49R",665955,3.51,14.24,9.582,93.46
" 2021-08-31 11:07:00","S49R",665955,3.51,14.24,9.58,93.44
" 2021-08-31 11:08:00","S49R",665955,3.51,14.25,9.582,93.48
" 2021-08-31 11:09:00","S49R",665955,3.51,14.25,9.587,93.53
" 2021-08-31 11:10:00","S49R",665955,3.51,14.26,9.583,93.51
" 2021-08-31 11:11:00","S49R",665955,3.51,14.25,9.582,93.48
" 2021-08-31 11:12:00","S49R",665955,3.51,14.25,9.591,93.57
" 2021-08-31 11:13:00","S49R",665955,3.51,14.26,9.586,93.56
" 2021-08-31 11:14:00","S49R",665955,3.51,14.27,9.586,93.57
" 2021-08-31 11:15:00","S49R",665955,3.51,14.3,9.58,93.57
" 2021-08-31 11:16:00","S49R",665955,3.51,14.3,9.588,93.65
