# HeaderRows_8
# HeaderRows_Format: Column_Header; Unit; InstallationMethod_ID; Instrument_Summary
# DateTime; YYYY-MM-DD hh:mm:ss UTC-08:00; ManualChamberDark_01; PME MiniDOT Logger real time clock.
# Battery; volts; ManualChamberDark_01; PME MiniDOT Logger internal batteries.
# Temperature; degree_celsius; ManualChamberDark_01; PME MiniDOT Logger with temperature sensor.
# Dissolved_Oxygen; milligrams_per_liter; ManualChamberDark_01; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_Saturation; percent_saturation; ManualChamberDark_01; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
"DateTime","Site_ID","Minidot_SN","Battery","Temperature","Dissolved_Oxygen","Dissolved_Oxygen_Saturation"
" 2021-08-30 08:18:00","S50",441037,3.53,17.26,8.033,83.57
" 2021-08-30 08:19:00","S50",441037,3.53,17.29,8.025,83.54
" 2021-08-30 08:20:00","S50",441037,3.53,17.27,8.034,83.6
" 2021-08-30 08:21:00","S50",441037,3.53,17.27,8.032,83.58
" 2021-08-30 08:22:00","S50",441037,3.53,17.26,8.037,83.61
" 2021-08-30 08:23:00","S50",441037,3.53,17.28,8.037,83.64
" 2021-08-30 08:24:00","S50",441037,3.53,17.29,8.038,83.67
" 2021-08-30 08:25:00","S50",441037,3.53,17.28,8.036,83.63
" 2021-08-30 08:26:00","S50",441037,3.53,17.28,8.035,83.62
" 2021-08-30 08:27:00","S50",441037,3.53,17.31,8.032,83.64
" 2021-08-30 08:28:00","S50",441037,3.53,17.32,8.036,83.69
" 2021-08-30 08:29:00","S50",441037,3.53,17.3,8.041,83.72
" 2021-08-30 08:30:00","S50",441037,3.53,17.29,8.041,83.7
" 2021-08-30 08:31:00","S50",441037,3.53,17.3,8.037,83.67
" 2021-08-30 08:32:00","S50",441037,3.53,17.3,8.036,83.66
" 2021-08-30 08:33:00","S50",441037,3.53,17.33,8.036,83.72
" 2021-08-30 08:34:00","S50",441037,3.53,17.31,8.045,83.77
" 2021-08-30 08:35:00","S50",441037,3.53,17.32,8.037,83.72
" 2021-08-30 08:36:00","S50",441037,3.53,17.31,8.039,83.71
" 2021-08-30 08:37:00","S50",441037,3.53,17.32,8.045,83.8
" 2021-08-30 08:38:00","S50",441037,3.52,17.35,8.036,83.75
" 2021-08-30 08:39:00","S50",441037,3.53,17.31,8.049,83.81
" 2021-08-30 08:40:00","S50",441037,3.52,17.32,8.043,83.78
" 2021-08-30 08:41:00","S50",441037,3.53,17.32,8.054,83.88
" 2021-08-30 08:42:00","S50",441037,3.52,17.34,8.04,83.78
" 2021-08-30 08:43:00","S50",441037,3.52,17.32,8.05,83.84
" 2021-08-30 08:44:00","S50",441037,3.52,17.33,8.053,83.9
" 2021-08-30 08:45:00","S50",441037,3.52,17.32,8.051,83.86
" 2021-08-30 08:46:00","S50",441037,3.52,17.36,8.05,83.91
" 2021-08-30 08:47:00","S50",441037,3.52,17.36,8.047,83.88
" 2021-08-30 08:48:00","S50",441037,3.52,17.36,8.037,83.78
" 2021-08-30 08:49:00","S50",441037,3.52,17.34,8.049,83.87
" 2021-08-30 08:50:00","S50",441037,3.52,17.36,8.052,83.93
" 2021-08-30 08:51:00","S50",441037,3.52,17.37,8.049,83.92
" 2021-08-30 08:52:00","S50",441037,3.52,17.37,8.046,83.89
" 2021-08-30 08:53:00","S50",441037,3.52,17.37,8.042,83.84
" 2021-08-30 08:54:00","S50",441037,3.52,17.37,8.041,83.83
" 2021-08-30 08:55:00","S50",441037,3.52,17.36,8.056,83.97
" 2021-08-30 08:56:00","S50",441037,3.52,17.36,8.05,83.91
" 2021-08-30 08:57:00","S50",441037,3.52,17.37,8.048,83.91
" 2021-08-30 08:58:00","S50",441037,3.52,17.38,8.043,83.88
" 2021-08-30 08:59:00","S50",441037,3.52,17.37,8.045,83.89
