# HeaderRows_8
# HeaderRows_Format: Column_Header; Unit; InstallationMethod_ID; Instrument_Summary
# DateTime; YYYY-MM-DD hh:mm:ss UTC-08:00; ManualChamberDark_01; PME MiniDOT Logger real time clock.
# Battery; volts; ManualChamberDark_01; PME MiniDOT Logger internal batteries.
# Temperature; degree_celsius; ManualChamberDark_01; PME MiniDOT Logger with temperature sensor.
# Dissolved_Oxygen; milligrams_per_liter; ManualChamberDark_01; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_Saturation; percent_saturation; ManualChamberDark_01; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
"DateTime","Site_ID","Minidot_SN","Battery","Temperature","Dissolved_Oxygen","Dissolved_Oxygen_Saturation"
" 2021-09-15 14:00:00","U20",681364,3.52,12.98,9.038,85.74
" 2021-09-15 14:01:00","U20",681364,3.52,12.99,9.024,85.62
" 2021-09-15 14:02:00","U20",681364,3.52,12.97,9.029,85.63
" 2021-09-15 14:03:00","U20",681364,3.52,13,8.997,85.38
" 2021-09-15 14:04:00","U20",681364,3.52,12.98,8.977,85.16
" 2021-09-15 14:05:00","U20",681364,3.52,13,8.939,84.83
" 2021-09-15 14:06:00","U20",681364,3.52,13,8.924,84.69
" 2021-09-15 14:07:00","U20",681364,3.52,13,8.896,84.42
" 2021-09-15 14:08:00","U20",681364,3.52,13.01,8.875,84.26
" 2021-09-15 14:09:00","U20",681364,3.52,13.01,8.822,83.75
" 2021-09-15 14:10:00","U20",681364,3.52,13.01,8.806,83.6
" 2021-09-15 14:11:00","U20",681364,3.52,13.02,8.794,83.5
" 2021-09-15 14:12:00","U20",681364,3.52,13.05,8.764,83.27
" 2021-09-15 14:13:00","U20",681364,3.52,13.04,8.75,83.12
" 2021-09-15 14:14:00","U20",681364,3.52,13.04,8.778,83.38
" 2021-09-15 14:15:00","U20",681364,3.52,13.07,8.817,83.8
" 2021-09-15 14:16:00","U20",681364,3.52,13.07,8.9,84.61
" 2021-09-15 14:17:00","U20",681364,3.52,13.07,8.948,85.05
" 2021-09-15 14:18:00","U20",681364,3.52,13.07,8.938,84.95
" 2021-09-15 14:19:00","U20",681364,3.52,13.07,8.918,84.78
" 2021-09-15 14:20:00","U20",681364,3.52,13.09,8.874,84.4
" 2021-09-15 14:21:00","U20",681364,3.52,13.08,8.858,84.23
" 2021-09-15 14:22:00","U20",681364,3.52,13.1,8.848,84.16
" 2021-09-15 14:23:00","U20",681364,3.52,13.11,8.814,83.86
" 2021-09-15 14:24:00","U20",681364,3.52,13.12,8.796,83.7
" 2021-09-15 14:25:00","U20",681364,3.52,13.08,8.788,83.56
" 2021-09-15 14:26:00","U20",681364,3.52,13.11,8.755,83.3
" 2021-09-15 14:27:00","U20",681364,3.52,13.09,8.754,83.25
" 2021-09-15 14:28:00","U20",681364,3.52,13.1,8.76,83.33
" 2021-09-15 14:29:00","U20",681364,3.52,13.11,8.75,83.25
" 2021-09-15 14:30:00","U20",681364,3.52,13.12,8.748,83.25
" 2021-09-15 14:31:00","U20",681364,3.52,13.13,8.745,83.23
" 2021-09-15 14:32:00","U20",681364,3.52,13.11,8.729,83.05
" 2021-09-15 14:33:00","U20",681364,3.52,13.11,8.701,82.78
" 2021-09-15 14:34:00","U20",681364,3.51,13.13,8.696,82.77
" 2021-09-15 14:35:00","U20",681364,3.51,13.14,8.696,82.78
" 2021-09-15 14:36:00","U20",681364,3.51,13.14,8.684,82.68
" 2021-09-15 14:37:00","U20",681364,3.51,13.14,8.66,82.44
" 2021-09-15 14:38:00","U20",681364,3.51,13.13,8.649,82.32
" 2021-09-15 14:39:00","U20",681364,3.51,13.14,8.64,82.27
" 2021-09-15 14:40:00","U20",681364,3.51,13.14,8.657,82.43
" 2021-09-15 14:41:00","U20",681364,3.51,13.15,8.668,82.55
" 2021-09-15 14:42:00","U20",681364,3.51,13.14,8.653,82.39
" 2021-09-15 14:43:00","U20",681364,3.51,13.15,8.618,82.07
" 2021-09-15 14:44:00","U20",681364,3.51,13.14,8.616,82.02
" 2021-09-15 14:45:00","U20",681364,3.51,13.14,8.596,81.85
" 2021-09-15 14:46:00","U20",681364,3.51,13.17,8.574,81.69
" 2021-09-15 14:47:00","U20",681364,3.51,13.16,8.566,81.59
" 2021-09-15 14:48:00","U20",681364,3.51,13.15,8.56,81.52
" 2021-09-15 14:49:00","U20",681364,3.51,13.14,8.541,81.32
" 2021-09-15 14:50:00","U20",681364,3.51,13.16,8.561,81.55
" 2021-09-15 14:51:00","U20",681364,3.51,13.17,8.563,81.58
" 2021-09-15 14:52:00","U20",681364,3.51,13.17,8.559,81.54
" 2021-09-15 14:53:00","U20",681364,3.51,13.17,8.539,81.35
" 2021-09-15 14:54:00","U20",681364,3.51,13.16,8.526,81.21
" 2021-09-15 14:55:00","U20",681364,3.51,13.17,8.52,81.17
" 2021-09-15 14:56:00","U20",681364,3.51,13.17,8.512,81.1
" 2021-09-15 14:57:00","U20",681364,3.51,13.19,8.511,81.12
" 2021-09-15 14:58:00","U20",681364,3.51,13.19,8.65,82.44
" 2021-09-15 14:59:00","U20",681364,3.51,13.18,8.76,83.47
" 2021-09-15 15:00:00","U20",681364,3.51,13.2,8.807,83.95
" 2021-09-15 15:01:00","U20",681364,3.51,13.19,8.83,84.16
" 2021-09-15 15:02:00","U20",681364,3.51,13.19,8.848,84.33
" 2021-09-15 15:03:00","U20",681364,3.51,13.18,8.85,84.33
" 2021-09-15 15:04:00","U20",681364,3.51,13.18,8.872,84.54
" 2021-09-15 15:05:00","U20",681364,3.51,13.19,8.873,84.57
" 2021-09-15 15:06:00","U20",681364,3.51,13.19,8.878,84.61
" 2021-09-15 15:07:00","U20",681364,3.51,13.17,8.886,84.66
" 2021-09-15 15:08:00","U20",681364,3.51,13.19,8.878,84.61
" 2021-09-15 15:09:00","U20",681364,3.51,13.21,8.894,84.8
" 2021-09-15 15:10:00","U20",681364,3.51,13.21,8.885,84.71
" 2021-09-15 15:11:00","U20",681364,3.51,13.21,8.892,84.78
" 2021-09-15 15:12:00","U20",681364,3.51,13.21,8.888,84.76
" 2021-09-15 15:13:00","U20",681364,3.51,13.18,8.897,84.78
" 2021-09-15 15:14:00","U20",681364,3.51,13.19,8.898,84.8
" 2021-09-15 15:15:00","U20",681364,3.51,13.19,8.889,84.72
" 2021-09-15 15:16:00","U20",681364,3.51,13.2,8.872,84.57
" 2021-09-15 15:17:00","U20",681364,3.51,13.21,8.877,84.65
" 2021-09-15 15:18:00","U20",681364,3.51,13.2,8.88,84.65
" 2021-09-15 15:19:00","U20",681364,3.51,13.2,8.875,84.6
" 2021-09-15 15:20:00","U20",681364,3.51,13.19,8.883,84.66
" 2021-09-15 15:21:00","U20",681364,3.51,13.21,8.863,84.52
" 2021-09-15 15:22:00","U20",681364,3.51,13.21,8.878,84.65
" 2021-09-15 15:23:00","U20",681364,3.51,13.21,8.867,84.56
" 2021-09-15 15:24:00","U20",681364,3.51,13.21,8.872,84.59
" 2021-09-15 15:25:00","U20",681364,3.51,13.2,8.869,84.55
" 2021-09-15 15:26:00","U20",681364,3.51,13.2,8.862,84.48
" 2021-09-15 15:27:00","U20",681364,3.51,13.21,8.851,84.39
" 2021-09-15 15:28:00","U20",681364,3.51,13.2,8.848,84.35
" 2021-09-15 15:29:00","U20",681364,3.51,13.22,8.848,84.39
" 2021-09-15 15:30:00","U20",681364,3.51,13.21,8.853,84.42
" 2021-09-15 15:31:00","U20",681364,3.51,13.23,8.838,84.32
" 2021-09-15 15:32:00","U20",681364,3.51,13.22,8.843,84.35
" 2021-09-15 15:33:00","U20",681364,3.51,13.21,8.847,84.35
" 2021-09-15 15:34:00","U20",681364,3.51,13.21,8.846,84.36
" 2021-09-15 15:35:00","U20",681364,3.51,13.23,8.834,84.28
" 2021-09-15 15:36:00","U20",681364,3.51,13.21,8.844,84.34
" 2021-09-15 15:37:00","U20",681364,3.51,13.22,8.835,84.27
" 2021-09-15 15:38:00","U20",681364,3.51,13.22,8.826,84.18
" 2021-09-15 15:39:00","U20",681364,3.51,13.24,8.821,84.17
" 2021-09-15 15:40:00","U20",681364,3.51,13.23,8.821,84.15
