# HeaderRows_8
# HeaderRows_Format: Column_Header; Unit; InstallationMethod_ID; Instrument_Summary
# DateTime; YYYY-MM-DD hh:mm:ss UTC-08:00; ManualChamberDark_01; PME MiniDOT Logger real time clock.
# Battery; volts; ManualChamberDark_01; PME MiniDOT Logger internal batteries.
# Temperature; degree_celsius; ManualChamberDark_01; PME MiniDOT Logger with temperature sensor.
# Dissolved_Oxygen; milligrams_per_liter; ManualChamberDark_01; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_Saturation; percent_saturation; ManualChamberDark_01; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
"DateTime","Site_ID","Minidot_SN","Battery","Temperature","Dissolved_Oxygen","Dissolved_Oxygen_Saturation"
" 2021-09-01 08:53:00","S28R",255981,3.45,10.96,10.299,93.32
" 2021-09-01 08:54:00","S28R",255981,3.45,10.96,10.308,93.38
" 2021-09-01 08:55:00","S28R",255981,3.45,10.95,10.316,93.44
" 2021-09-01 08:56:00","S28R",255981,3.45,10.97,10.3,93.35
" 2021-09-01 08:57:00","S28R",255981,3.45,10.96,10.304,93.35
" 2021-09-01 08:58:00","S28R",255981,3.45,10.95,10.309,93.37
" 2021-09-01 08:59:00","S28R",255981,3.45,10.98,10.301,93.38
" 2021-09-01 09:00:00","S28R",255981,3.45,10.95,10.309,93.37
" 2021-09-01 09:01:00","S28R",255981,3.45,10.96,10.307,93.37
" 2021-09-01 09:02:00","S28R",255981,3.45,10.98,10.305,93.41
" 2021-09-01 09:03:00","S28R",255981,3.45,10.96,10.306,93.38
" 2021-09-01 09:04:00","S28R",255981,3.45,10.96,10.309,93.41
" 2021-09-01 09:05:00","S28R",255981,3.45,10.97,10.316,93.49
" 2021-09-01 09:06:00","S28R",255981,3.45,10.99,10.305,93.43
" 2021-09-01 09:07:00","S28R",255981,3.45,11.01,10.291,93.35
" 2021-09-01 09:08:00","S28R",255981,3.45,10.99,10.297,93.36
" 2021-09-01 09:09:00","S28R",255981,3.45,10.99,10.31,93.48
" 2021-09-01 09:10:00","S28R",255981,3.45,11.01,10.304,93.46
" 2021-09-01 09:11:00","S28R",255981,3.45,11.01,10.296,93.39
" 2021-09-01 09:12:00","S28R",255981,3.45,11.01,10.3,93.43
" 2021-09-01 09:13:00","S28R",255981,3.45,11.02,10.305,93.49
" 2021-09-01 09:14:00","S28R",255981,3.45,11.02,10.301,93.46
" 2021-09-01 09:15:00","S28R",255981,3.45,11.03,10.307,93.53
" 2021-09-01 09:16:00","S28R",255981,3.45,11.01,10.308,93.5
" 2021-09-01 09:17:00","S28R",255981,3.45,11.03,10.307,93.53
" 2021-09-01 09:18:00","S28R",255981,3.45,11.03,10.298,93.45
" 2021-09-01 09:19:00","S28R",255981,3.45,11.01,10.312,93.54
" 2021-09-01 09:20:00","S28R",255981,3.45,11.05,10.297,93.48
