# HeaderRows_8
# HeaderRows_Format: Column_Header; Unit; InstallationMethod_ID; Instrument_Summary
# DateTime; YYYY-MM-DD hh:mm:ss UTC-08:00; ManualChamberDark_01; PME MiniDOT Logger real time clock.
# Battery; volts; ManualChamberDark_01; PME MiniDOT Logger internal batteries.
# Temperature; degree_celsius; ManualChamberDark_01; PME MiniDOT Logger with temperature sensor.
# Dissolved_Oxygen; milligrams_per_liter; ManualChamberDark_01; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_Saturation; percent_saturation; ManualChamberDark_01; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
"DateTime","Site_ID","Minidot_SN","Battery","Temperature","Dissolved_Oxygen","Dissolved_Oxygen_Saturation"
" 2021-09-07 07:56:00","T07",255981,3.5,19.91,7.222,79.29
" 2021-09-07 07:57:00","T07",255981,3.5,19.91,7.226,79.34
" 2021-09-07 07:58:00","T07",255981,3.5,19.91,7.231,79.38
" 2021-09-07 07:59:00","T07",255981,3.5,19.91,7.228,79.36
" 2021-09-07 08:00:00","T07",255981,3.5,19.92,7.223,79.32
" 2021-09-07 08:01:00","T07",255981,3.5,19.94,7.216,79.27
" 2021-09-07 08:02:00","T07",255981,3.5,19.94,7.211,79.21
" 2021-09-07 08:03:00","T07",255981,3.5,19.96,7.206,79.19
" 2021-09-07 08:04:00","T07",255981,3.5,19.97,7.212,79.28
" 2021-09-07 08:05:00","T07",255981,3.5,19.98,7.209,79.26
" 2021-09-07 08:06:00","T07",255981,3.5,19.96,7.203,79.15
" 2021-09-07 08:07:00","T07",255981,3.5,19.96,7.198,79.11
" 2021-09-07 08:08:00","T07",255981,3.5,19.99,7.189,79.05
" 2021-09-07 08:09:00","T07",255981,3.5,20,7.2,79.19
" 2021-09-07 08:10:00","T07",255981,3.5,19.99,7.202,79.19
" 2021-09-07 08:11:00","T07",255981,3.5,20.01,7.193,79.12
" 2021-09-07 08:12:00","T07",255981,3.5,20.01,7.187,79.05
" 2021-09-07 08:13:00","T07",255981,3.5,20,7.192,79.1
" 2021-09-07 08:14:00","T07",255981,3.5,20.01,7.196,79.15
" 2021-09-07 08:15:00","T07",255981,3.5,20.01,7.184,79.02
" 2021-09-07 08:16:00","T07",255981,3.5,20.02,7.18,79
" 2021-09-07 08:17:00","T07",255981,3.5,20.02,7.182,79.03
" 2021-09-07 08:18:00","T07",255981,3.5,20.03,7.176,78.97
" 2021-09-07 08:19:00","T07",255981,3.5,20.04,7.173,78.95
" 2021-09-07 08:20:00","T07",255981,3.5,20.03,7.186,79.08
" 2021-09-07 08:21:00","T07",255981,3.5,20.06,7.175,79
" 2021-09-07 08:22:00","T07",255981,3.5,20.06,7.172,78.97
" 2021-09-07 08:23:00","T07",255981,3.5,20.06,7.174,78.99
" 2021-09-07 08:24:00","T07",255981,3.5,20.03,7.18,79.02
" 2021-09-07 08:25:00","T07",255981,3.5,20.04,7.169,78.91
" 2021-09-07 08:26:00","T07",255981,3.5,20.06,7.172,78.97
" 2021-09-07 08:27:00","T07",255981,3.5,20.07,7.163,78.9
" 2021-09-07 08:28:00","T07",255981,3.5,20.07,7.164,78.91
" 2021-09-07 08:29:00","T07",255981,3.5,20.07,7.167,78.93
" 2021-09-07 08:30:00","T07",255981,3.5,20.07,7.164,78.89
" 2021-09-07 08:31:00","T07",255981,3.5,20.07,7.162,78.88
" 2021-09-07 08:32:00","T07",255981,3.5,20.07,7.168,78.94
" 2021-09-07 08:33:00","T07",255981,3.5,20.07,7.166,78.92
" 2021-09-07 08:34:00","T07",255981,3.51,20.07,7.156,78.82
" 2021-09-07 08:35:00","T07",255981,3.51,20.08,7.151,78.78
" 2021-09-07 08:36:00","T07",255981,3.51,20.11,7.145,78.75
" 2021-09-07 08:37:00","T07",255981,3.51,20.07,7.151,78.76
" 2021-09-07 08:38:00","T07",255981,3.5,20.08,7.156,78.83
" 2021-09-07 08:39:00","T07",255981,3.51,20.1,7.154,78.84
" 2021-09-07 08:40:00","T07",255981,3.51,20.1,7.142,78.7
" 2021-09-07 08:41:00","T07",255981,3.5,20.1,7.152,78.81
" 2021-09-07 08:42:00","T07",255981,3.51,20.11,7.149,78.79
" 2021-09-07 08:43:00","T07",255981,3.51,20.11,7.146,78.76
" 2021-09-07 08:44:00","T07",255981,3.51,20.11,7.142,78.72
" 2021-09-07 08:45:00","T07",255981,3.51,20.11,7.146,78.76
" 2021-09-07 08:46:00","T07",255981,3.51,20.11,7.141,78.71
" 2021-09-07 08:47:00","T07",255981,3.51,20.12,7.138,78.69
" 2021-09-07 08:48:00","T07",255981,3.5,20.11,7.136,78.65
" 2021-09-07 08:49:00","T07",255981,3.5,20.12,7.142,78.73
" 2021-09-07 08:50:00","T07",255981,3.5,20.11,7.137,78.66
" 2021-09-07 08:51:00","T07",255981,3.5,20.11,7.14,78.7
" 2021-09-07 08:52:00","T07",255981,3.5,20.12,7.135,78.67
" 2021-09-07 08:53:00","T07",255981,3.5,20.12,7.131,78.62
" 2021-09-07 08:54:00","T07",255981,3.5,20.12,7.132,78.62
" 2021-09-07 08:55:00","T07",255981,3.5,20.13,7.124,78.56
" 2021-09-07 08:56:00","T07",255981,3.5,20.12,7.128,78.58
" 2021-09-07 08:57:00","T07",255981,3.5,20.13,7.127,78.59
" 2021-09-07 08:58:00","T07",255981,3.5,20.12,7.122,78.52
" 2021-09-07 08:59:00","T07",255981,3.5,20.12,7.12,78.5
" 2021-09-07 09:00:00","T07",255981,3.5,20.13,7.12,78.51
" 2021-09-07 09:01:00","T07",255981,3.5,20.13,7.118,78.49
" 2021-09-07 09:02:00","T07",255981,3.5,20.13,7.121,78.52
" 2021-09-07 09:03:00","T07",255981,3.5,20.13,7.113,78.44
" 2021-09-07 09:04:00","T07",255981,3.5,20.13,7.123,78.55
" 2021-09-07 09:05:00","T07",255981,3.5,20.14,7.107,78.38
" 2021-09-07 09:06:00","T07",255981,3.5,20.14,7.12,78.53
" 2021-09-07 09:07:00","T07",255981,3.5,20.13,7.113,78.44
" 2021-09-07 09:08:00","T07",255981,3.5,20.13,7.108,78.38
" 2021-09-07 09:09:00","T07",255981,3.5,20.13,7.114,78.45
" 2021-09-07 09:10:00","T07",255981,3.5,20.12,7.112,78.41
" 2021-09-07 09:11:00","T07",255981,3.5,20.12,7.112,78.41
" 2021-09-07 09:12:00","T07",255981,3.5,20.16,7.104,78.38
" 2021-09-07 09:13:00","T07",255981,3.5,20.15,7.103,78.35
" 2021-09-07 09:14:00","T07",255981,3.5,20.13,7.103,78.33
" 2021-09-07 09:15:00","T07",255981,3.5,20.14,7.098,78.28
" 2021-09-07 09:16:00","T07",255981,3.5,20.17,7.087,78.2
" 2021-09-07 09:17:00","T07",255981,3.5,20.16,7.097,78.3
" 2021-09-07 09:18:00","T07",255981,3.5,20.15,7.1,78.32
" 2021-09-07 09:19:00","T07",255981,3.5,20.17,7.087,78.2
" 2021-09-07 09:20:00","T07",255981,3.5,20.15,7.091,78.22
" 2021-09-07 09:21:00","T07",255981,3.5,20.17,7.085,78.18
" 2021-09-07 09:22:00","T07",255981,3.5,20.15,7.09,78.21
" 2021-09-07 09:23:00","T07",255981,3.5,20.16,7.092,78.24
" 2021-09-07 09:24:00","T07",255981,3.5,20.17,7.085,78.18
" 2021-09-07 09:25:00","T07",255981,3.5,20.17,7.085,78.18
" 2021-09-07 09:26:00","T07",255981,3.5,20.14,7.092,78.22
" 2021-09-07 09:27:00","T07",255981,3.5,20.18,7.079,78.13
" 2021-09-07 09:28:00","T07",255981,3.5,20.17,7.078,78.1
" 2021-09-07 09:29:00","T07",255981,3.5,20.15,7.082,78.12
" 2021-09-07 09:30:00","T07",255981,3.5,20.18,7.081,78.15
" 2021-09-07 09:31:00","T07",255981,3.5,20.18,7.077,78.1
" 2021-09-07 09:32:00","T07",255981,3.5,20.16,7.084,78.16
" 2021-09-07 09:33:00","T07",255981,3.5,20.16,7.078,78.09
" 2021-09-07 09:34:00","T07",255981,3.5,20.17,7.077,78.09
" 2021-09-07 09:35:00","T07",255981,3.5,20.18,7.073,78.06
" 2021-09-07 09:36:00","T07",255981,3.5,20.16,7.069,77.99
" 2021-09-07 09:37:00","T07",255981,3.5,20.15,7.077,78.07
" 2021-09-07 09:38:00","T07",255981,3.5,20.18,7.068,78.02
" 2021-09-07 09:39:00","T07",255981,3.5,20.18,7.07,78.03
" 2021-09-07 09:40:00","T07",255981,3.5,20.18,7.067,78.01
" 2021-09-07 09:41:00","T07",255981,3.5,20.18,7.065,77.98
" 2021-09-07 09:42:00","T07",255981,3.5,20.18,7.068,78.02
" 2021-09-07 09:43:00","T07",255981,3.5,20.18,7.059,77.92
" 2021-09-07 09:44:00","T07",255981,3.5,20.18,7.054,77.86
" 2021-09-07 09:45:00","T07",255981,3.5,20.2,7.057,77.92
" 2021-09-07 09:46:00","T07",255981,3.5,20.18,7.062,77.95
