# HeaderRows_6
# HeaderRows_Format: Column_Header; Unit; InstallationMethod_ID; Instrument_Summary
# DateTime; YYYY-MM-DD hh:mm:ss UTC-08:00; TreeRope_01; In Situ Rugged BaroTROLL 100 ABS real time clock.
# Pressure; millibars; TreeRope_01; In Situ Rugged BaroTROLL 100 ABS with piezoresistive ceramic pressure sensor.
# Air_Temperature; degree_celsius; TreeRope_01; In Situ Rugged BaroTROLL 100 ABS with silicon thermistor.
"DateTime","Site_ID","Pressure","Air_Temperature"
" 2021-08-31 14:37:00","S23",947.2,23.688
" 2021-08-31 14:38:00","S23",946.7,23.588
" 2021-08-31 14:39:00","S23",946.6,23.389
" 2021-08-31 14:40:00","S23",947,23.239
" 2021-08-31 14:41:00","S23",946.9,22.94
" 2021-08-31 14:42:00","S23",947.1,22.741
" 2021-08-31 14:43:00","S23",947.1,22.591
" 2021-08-31 14:44:00","S23",947.2,22.691
" 2021-08-31 14:45:00","S23",947.2,22.541
" 2021-08-31 14:46:00","S23",946.9,22.391
" 2021-08-31 14:47:00","S23",947.2,22.391
" 2021-08-31 14:48:00","S23",946.9,22.241
" 2021-08-31 14:49:00","S23",946.9,21.99
" 2021-08-31 14:50:00","S23",946.9,21.74
" 2021-08-31 14:51:00","S23",947,21.74
" 2021-08-31 14:52:00","S23",947.1,21.79
" 2021-08-31 14:53:00","S23",947.2,21.589
" 2021-08-31 14:54:00","S23",947,21.639
" 2021-08-31 14:55:00","S23",947,21.689
" 2021-08-31 14:56:00","S23",947,21.79
" 2021-08-31 14:57:00","S23",947.1,21.94
" 2021-08-31 14:58:00","S23",947.1,21.539
" 2021-08-31 14:59:00","S23",947.1,21.489
" 2021-08-31 15:00:00","S23",947.3,21.388
" 2021-08-31 15:01:00","S23",946.9,21.489
" 2021-08-31 15:02:00","S23",947.3,21.438
" 2021-08-31 15:03:00","S23",947.1,21.438
" 2021-08-31 15:04:00","S23",947,20.986
" 2021-08-31 15:05:00","S23",946.9,20.734
" 2021-08-31 15:06:00","S23",947,20.684
" 2021-08-31 15:07:00","S23",947,21.187
" 2021-08-31 15:08:00","S23",946.9,21.288
" 2021-08-31 15:09:00","S23",947.1,21.489
" 2021-08-31 15:10:00","S23",947.3,21.639
" 2021-08-31 15:11:00","S23",947.2,21.338
" 2021-08-31 15:12:00","S23",946.8,21.338
" 2021-08-31 15:13:00","S23",947.3,21.689
" 2021-08-31 15:14:00","S23",947,22.19
" 2021-08-31 15:15:00","S23",947.1,22.491
" 2021-08-31 15:16:00","S23",947.2,22.691
" 2021-08-31 15:17:00","S23",947.3,23.09
" 2021-08-31 15:18:00","S23",946.9,23.289
" 2021-08-31 15:19:00","S23",946.9,23.339
" 2021-08-31 15:20:00","S23",946.9,23.339
" 2021-08-31 15:21:00","S23",947.1,23.439
" 2021-08-31 15:22:00","S23",947.2,23.538
" 2021-08-31 15:23:00","S23",947.1,23.638
" 2021-08-31 15:24:00","S23",946.7,23.538
" 2021-08-31 15:25:00","S23",947.1,23.538
" 2021-08-31 15:26:00","S23",947,23.538
" 2021-08-31 15:27:00","S23",947.1,23.439
" 2021-08-31 15:28:00","S23",947,23.538
" 2021-08-31 15:29:00","S23",947.4,23.688
" 2021-08-31 15:30:00","S23",947.3,23.737
" 2021-08-31 15:31:00","S23",947.2,23.538
" 2021-08-31 15:32:00","S23",947.2,23.339
" 2021-08-31 15:33:00","S23",947.2,23.439
" 2021-08-31 15:34:00","S23",947.2,23.688
" 2021-08-31 15:35:00","S23",947.2,23.688
" 2021-08-31 15:36:00","S23",947.2,23.588
" 2021-08-31 15:37:00","S23",947.1,23.588
" 2021-08-31 15:38:00","S23",947.4,23.638
" 2021-08-31 15:39:00","S23",947.5,23.489
" 2021-08-31 15:40:00","S23",947.4,23.239
" 2021-08-31 15:41:00","S23",947.4,23.239
" 2021-08-31 15:42:00","S23",947.3,23.439
" 2021-08-31 15:43:00","S23",947.3,23.538
" 2021-08-31 15:44:00","S23",947.5,23.489
" 2021-08-31 15:45:00","S23",947.2,23.19
" 2021-08-31 15:46:00","S23",947,22.84
