# HeaderRows_6
# HeaderRows_Format: Column_Header; Unit; InstallationMethod_ID; Instrument_Summary
# DateTime; YYYY-MM-DD hh:mm:ss UTC-08:00; TreeRope_01; In Situ Rugged BaroTROLL 100 ABS real time clock.
# Pressure; millibars; TreeRope_01; In Situ Rugged BaroTROLL 100 ABS with piezoresistive ceramic pressure sensor.
# Air_Temperature; degree_celsius; TreeRope_01; In Situ Rugged BaroTROLL 100 ABS with silicon thermistor.
"DateTime","Site_ID","Pressure","Air_Temperature"
" 2021-08-30 11:10:00","S67",959.9,24.357
" 2021-08-30 11:11:00","S67",960,24.357
" 2021-08-30 11:12:00","S67",960,24.308
" 2021-08-30 11:13:00","S67",960,24.308
" 2021-08-30 11:14:00","S67",959.7,24.258
" 2021-08-30 11:15:00","S67",959.8,24.209
" 2021-08-30 11:16:00","S67",959.7,24.16
" 2021-08-30 11:17:00","S67",959.8,24.16
" 2021-08-30 11:18:00","S67",959.7,24.16
" 2021-08-30 11:19:00","S67",959.6,24.16
" 2021-08-30 11:20:00","S67",959.8,24.16
" 2021-08-30 11:21:00","S67",959.9,24.111
" 2021-08-30 11:22:00","S67",959.9,24.061
" 2021-08-30 11:23:00","S67",959.8,24.012
" 2021-08-30 11:24:00","S67",960.1,23.914
" 2021-08-30 11:25:00","S67",959.7,23.914
" 2021-08-30 11:26:00","S67",959.6,23.914
" 2021-08-30 11:27:00","S67",959.9,23.914
" 2021-08-30 11:28:00","S67",960,23.864
" 2021-08-30 11:29:00","S67",959.5,23.864
" 2021-08-30 11:30:00","S67",959.8,23.864
" 2021-08-30 11:31:00","S67",960.2,23.864
" 2021-08-30 11:32:00","S67",960,23.864
" 2021-08-30 11:33:00","S67",959.9,23.864
" 2021-08-30 11:34:00","S67",960.1,23.914
" 2021-08-30 11:35:00","S67",959.7,23.914
" 2021-08-30 11:36:00","S67",959.8,23.914
" 2021-08-30 11:37:00","S67",959.9,23.914
" 2021-08-30 11:38:00","S67",959.8,23.914
" 2021-08-30 11:39:00","S67",960,23.914
" 2021-08-30 11:40:00","S67",959.6,23.914
" 2021-08-30 11:41:00","S67",960.3,23.914
" 2021-08-30 11:42:00","S67",959.8,23.914
" 2021-08-30 11:43:00","S67",959.8,23.914
" 2021-08-30 11:44:00","S67",959.9,23.864
" 2021-08-30 11:45:00","S67",959.8,23.864
" 2021-08-30 11:46:00","S67",959.9,23.815
" 2021-08-30 11:47:00","S67",959.7,23.815
" 2021-08-30 11:48:00","S67",959.8,23.766
" 2021-08-30 11:49:00","S67",960,23.766
" 2021-08-30 11:50:00","S67",959.7,23.766
" 2021-08-30 11:51:00","S67",959.7,23.766
" 2021-08-30 11:52:00","S67",960.2,23.716
" 2021-08-30 11:53:00","S67",959.8,23.716
" 2021-08-30 11:54:00","S67",959.8,23.716
" 2021-08-30 11:55:00","S67",960,23.716
" 2021-08-30 11:56:00","S67",959.8,23.667
" 2021-08-30 11:57:00","S67",960,23.716
" 2021-08-30 11:58:00","S67",959.6,23.667
" 2021-08-30 11:59:00","S67",959.9,23.667
" 2021-08-30 12:00:00","S67",960.2,23.667
" 2021-08-30 12:01:00","S67",959.7,23.618
" 2021-08-30 12:02:00","S67",959.9,23.667
" 2021-08-30 12:03:00","S67",960.3,23.618
" 2021-08-30 12:04:00","S67",959.8,23.618
" 2021-08-30 12:05:00","S67",959.8,23.568
" 2021-08-30 12:06:00","S67",959.5,23.618
