# HeaderRows_6
# HeaderRows_Format: Column_Header; Unit; InstallationMethod_ID; Instrument_Summary
# DateTime; YYYY-MM-DD hh:mm:ss UTC-08:00; TreeRope_01; In Situ Rugged BaroTROLL 100 ABS real time clock.
# Pressure; millibars; TreeRope_01; In Situ Rugged BaroTROLL 100 ABS with piezoresistive ceramic pressure sensor.
# Air_Temperature; degree_celsius; TreeRope_01; In Situ Rugged BaroTROLL 100 ABS with silicon thermistor.
"DateTime","Site_ID","Pressure","Air_Temperature"
" 2021-09-02 08:10:00","S32",983.1,16.973
" 2021-09-02 08:11:00","S32",983.1,16.922
" 2021-09-02 08:12:00","S32",982.9,16.871
" 2021-09-02 08:13:00","S32",983,16.769
" 2021-09-02 08:14:00","S32",982.9,16.718
" 2021-09-02 08:15:00","S32",983.1,16.667
" 2021-09-02 08:16:00","S32",983.1,16.514
" 2021-09-02 08:17:00","S32",983.3,16.463
" 2021-09-02 08:18:00","S32",982.9,16.412
" 2021-09-02 08:19:00","S32",983.1,16.412
" 2021-09-02 08:20:00","S32",983.2,16.361
" 2021-09-02 08:21:00","S32",983.1,16.31
" 2021-09-02 08:22:00","S32",983.2,16.258
" 2021-09-02 08:23:00","S32",982.9,16.207
" 2021-09-02 08:24:00","S32",983,16.207
" 2021-09-02 08:25:00","S32",983.2,16.207
" 2021-09-02 08:26:00","S32",983.3,16.156
" 2021-09-02 08:27:00","S32",982.9,16.156
" 2021-09-02 08:28:00","S32",982.9,16.156
" 2021-09-02 08:29:00","S32",983.3,16.156
" 2021-09-02 08:30:00","S32",983.1,16.156
" 2021-09-02 08:31:00","S32",982.9,16.156
" 2021-09-02 08:32:00","S32",982.7,16.156
" 2021-09-02 08:33:00","S32",982.8,16.156
" 2021-09-02 08:34:00","S32",983.1,16.207
" 2021-09-02 08:35:00","S32",983.1,16.207
" 2021-09-02 08:36:00","S32",983.1,16.207
" 2021-09-02 08:37:00","S32",982.8,16.258
" 2021-09-02 08:38:00","S32",982.9,16.31
" 2021-09-02 08:39:00","S32",983.1,16.31
" 2021-09-02 08:40:00","S32",983.2,16.361
" 2021-09-02 08:41:00","S32",983.1,16.361
" 2021-09-02 08:42:00","S32",982.6,16.361
" 2021-09-02 08:43:00","S32",983,16.412
" 2021-09-02 08:44:00","S32",982.8,16.412
" 2021-09-02 08:45:00","S32",983,16.463
" 2021-09-02 08:46:00","S32",982.7,16.514
" 2021-09-02 08:47:00","S32",982.7,16.565
" 2021-09-02 08:48:00","S32",982.6,16.565
" 2021-09-02 08:49:00","S32",982.9,16.616
" 2021-09-02 08:50:00","S32",982.7,16.667
" 2021-09-02 08:51:00","S32",983,16.667
" 2021-09-02 08:52:00","S32",982.9,16.718
" 2021-09-02 08:53:00","S32",983,16.718
" 2021-09-02 08:54:00","S32",983,16.718
" 2021-09-02 08:55:00","S32",982.9,16.769
" 2021-09-02 08:56:00","S32",982.9,16.82
" 2021-09-02 08:57:00","S32",983,16.871
" 2021-09-02 08:58:00","S32",983.2,16.922
" 2021-09-02 08:59:00","S32",983,16.922
" 2021-09-02 09:00:00","S32",983.1,17.075
" 2021-09-02 09:01:00","S32",982.8,17.177
" 2021-09-02 09:02:00","S32",982.8,17.279
" 2021-09-02 09:03:00","S32",982.8,17.381
" 2021-09-02 09:04:00","S32",983.5,17.533
" 2021-09-02 09:05:00","S32",983.2,17.635
" 2021-09-02 09:06:00","S32",982.9,17.737
" 2021-09-02 09:07:00","S32",983.5,17.788
" 2021-09-02 09:08:00","S32",983.1,17.889
" 2021-09-02 09:09:00","S32",983.1,17.94
" 2021-09-02 09:10:00","S32",983.1,17.94
" 2021-09-02 09:11:00","S32",983,17.94
" 2021-09-02 09:12:00","S32",982.8,17.991
" 2021-09-02 09:13:00","S32",982.9,17.991
" 2021-09-02 09:14:00","S32",982.9,17.991
" 2021-09-02 09:15:00","S32",983.3,18.041
" 2021-09-02 09:16:00","S32",983,18.041
" 2021-09-02 09:17:00","S32",983,18.041
" 2021-09-02 09:18:00","S32",983.2,18.092
" 2021-09-02 09:19:00","S32",983,18.092
" 2021-09-02 09:20:00","S32",982.9,18.143
" 2021-09-02 09:21:00","S32",982.9,18.194
" 2021-09-02 09:22:00","S32",983.1,18.244
" 2021-09-02 09:23:00","S32",983.2,18.244
" 2021-09-02 09:24:00","S32",982.8,18.295
" 2021-09-02 09:25:00","S32",983,18.295
" 2021-09-02 09:26:00","S32",983.1,18.346
" 2021-09-02 09:27:00","S32",982.7,18.346
